ProviderType,DFTA ID,ProgramName,SponsorName,ProgramAddress,ProgramCity,ProgramState,Postcode,Borough,ProgramPhone,DFTA Funded,MonHourOpen,MonHourClose,TueHourOpen,TueHourClose,WedHourOpen,WedHourClose,ThuHourOpen,ThuHourClose,FriHourOpen,FriHourClose,SatHourOpen,SatHourClose,SunHourOpen,SunHourClose,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location 1
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,N6301,SPRING CREEK NORC (N63),SPRING CREEK SENIOR PARTNERS INC,160 SCHROEDERS AVENUE,BROOKLYN,NY,11239,BROOKLYN,718-348-7620,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.648735,-73.879612,305,42,105801,3343606,3044520200,Starrett City,POINT (-73.879612 40.648735)
NEW YORK CONNECTS CONTRACTS,4C401,SELFHELP NY CONNECTS QN (4C4),SELFHELP COMMUNITY SERVICES INC,45-35 Kissena Blvd.,FLUSHING,NY,11355,QUEENS,718-559-4400,Y,08:30,04:00,08:30,04:00,08:30,04:00,08:30,04:00,08:30,04:00,00:00,00:00,00:00,00:00,40.751617,-73.820173,407,20,1205,4117391,4052000151,East Flushing,POINT (-73.820173 40.751617)
OLDER ADULT CENTER CONTRACTS,C2602,POLO GROUNDS SATELLITE (MN10) (C26),COTHOA LUNCHEON CLUB INC,2965 Frederick Douglass Blvd,NEW YORK,NY,10039,MANHATTAN,212-283-5475,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.830242,-73.936500,110,09,24302,1084520,1021060003,Central Harlem North-Polo Grounds,POINT (-73.9365 40.830242)
OLDER ADULT CENTER CONTRACTS,C4101,HENRY STREET OAC - GOOD COMPANIONS (C41),HENRY STREET SETTLEMENT,334 Madison Street,NEW YORK,NY,10002,MANHATTAN,212-349-2770,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.713266,-73.983237,103,02,202,1077526,1002600001,Lower East Side,POINT (-73.983237 40.713266)
OLDER ADULT CENTER CONTRACTS,C4601,QUEENSBRIDGE CENTER (C46),JACOB A RIIS NEIGHBORHOOD SETTLEMENT,10-25 41st Avenue,LONG ISLAND CITY,NY,11101,QUEENS,718-784-7447,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.755488,-73.945328,401,26,25,4433386,4004700100,Queensbridge-Ravenswood-Long Island City,POINT (-73.945328 40.755488)
HOME DELIVERED MEAL SERVICE CONTRACTS,28E03,RISEBORO HDM - BROOKLYN 3 (28E),RISEBORO COMMUNITY PARTNERSHIP INC,80 Seigel Street,BROOKLYN,NY,11206,BROOKLYN,718-416-4599,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.704366,-73.943775,301,34,491,3071447,3030960030,East Williamsburg,POINT (-73.943775 40.704366)
OLDER ADULT CENTER CONTRACTS,C1701,CCNS BAYSIDE OAC (C17),CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC,221-15 Horace Harding Expressway,FLUSHING,NY,11364,QUEENS,718-225-1144,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.749688,-73.756559,411,23,138501,4161696,4075270065,Oakland Gardens,POINT (-73.756559 40.749688)
OLDER ADULT CENTER CONTRACTS,C9201,WILLIAM HODSON OLDER ADULT CENTER (C92),WILLIAM HODSON COMMUNITY CENTER INC,1320 Webster Avenue,BRONX,NY,10456,BRONX,718-538-1515,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.834189,-73.908540,203,16,14701,2092074,2028940001,Claremont-Bathgate,POINT (-73.90854 40.834189)
OLDER ADULT CENTER CONTRACTS,C0701,SISTER ANNUNCIATA BETHELL OAC (C07),BEDFORD PARK MULTI-SERVICE CENTER FOR SENIOR CITIZENS INC,243 East 204th Street,BRONX,NY,10458,BRONX,718-365-3725,Y,08:30,04:30,08:30,04:30,08:30,04:30,08:30,04:30,08:30,04:30,00:00,00:00,00:00,00:00,40.874205,-73.884457,207,11,413,2017363,2033110146,Bedford Park-Fordham North,POINT (-73.884457 40.874205)
LEGAL SERVICES CONTRACTS,32V01,MFJ - LEGAL SERVICES - MN (32V),MOBILIZATION FOR JUSTICE INC,100 William Street 6th Fl,NEW YORK,NY,10038,MANHATTAN,212-417-3700,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.708497,-74.007477,101,01,1502,1001116,1000680036,Battery Park City-Lower Manhattan,POINT (-74.007477 40.708497)
OLDER ADULT CENTER CONTRACTS,W2201,JASA BARTOW (COOP CITY NSC) (W22),THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,2049 Bartow Avenue,BRONX,NY,10475,BRONX,718-320-2066,Y,10:00,06:00,10:00,06:00,10:00,06:00,10:00,06:00,10:00,06:00,00:00,00:00,00:00,00:00,40.869472,-73.828582,210,12,46201,2097466,2051410100,Co-op City,POINT (-73.828582 40.869472)
OLDER ADULT CENTER CONTRACTS,C3513,TERESA MOORE OAC (C35),FORT GREENE COUNCIL,2702 Linden Blvd,BROOKLYN,NY,11208,BROOKLYN,347-663-7770,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.669208,-73.864514,305,42,1214,3326995,3044880001,East New York,POINT (-73.864514 40.669208)
OLDER ADULT CENTER CONTRACTS,C6801,SEPHARDIC MULTI SERVICES SENIOR CITIZENS CENTER (C68),SEPHARDIC MULTI SERVICES SENIOR CITIZEN CENTER INC,485 Kings Hwy,BROOKLYN,NY,11223,BROOKLYN,718-336-1300,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.604258,-73.971654,315,44,422,3177186,3066580048,Homecrest,POINT (-73.971654 40.604258)
TRANSPORTATION SERVICES CONTRACTS,36701,NY FOUNDATION - TRAN INDIVIDUAL RIDES - MN SOUTH (367),NEW YORK FOUNDATION FOR SENIOR CITIZENS INC,404 WEST 54 STREET,NEW YORK,NY,10019,MANHATTAN,212-956-0855,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.766197,-73.987636,104,03,133,1026769,1010630035,Clinton,POINT (-73.987636 40.766197)
OLDER ADULT CENTER CONTRACTS,C5103,NYFSC MOTT STREET OLDER ADULT CENTER (C51),NEW YORK FOUNDATION FOR SENIOR CITIZENS INC,180 Mott Street,NEW YORK,NY,10012,MANHATTAN,212-966-5460,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.720500,-73.995895,102,01,41,1007156,1004790001,SoHo-TriBeCa-Civic Center-Little Italy,POINT (-73.995895 40.7205)
OLDER ADULT CENTER CONTRACTS,W2402,WASHINGTON LEXINGTON SATELLITE (W24),UNION SETTLEMENT ASSOCIATION,1775 Third Avenue,NEW YORK,NY,10029,MANHATTAN,212-828-6115,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.786574,-73.948303,111,08,15602,1079203,1016470001,East Harlem South,POINT (-73.948303 40.786574)
TRANSPORTATION SERVICES CONTRACTS,24601,JCCGCI - TRAN INDIVIDUAL RIDES - BK (246),JEWISH COMMUNITY COUNCIL OF GREATER CONEY ISLAND INC,3001 WEST 37 STREET,BROOKLYN,NY,11224,BROOKLYN,718-449-5000,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.573177,-74.002509,313,47,340,3189617,3070650001,Seagate-Coney Island,POINT (-74.002509 40.573177)
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,N7301,VISION URBANA NORC (N73),VISION URBANA INC.,175 DELANCEY STREET,NEW YORK,NY,10002,MANHATTAN,646-626-9748,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.717466,-73.985004,103,01,1402,1089451,1003477501,Lower East Side,POINT (-73.985004 40.717466)
GERIATRIC MENTAL HEALTH SERVICES CONTRACTS,4G801,SAMUEL FIELD GMH QN (4G8),COMMONPOINT QUEENS,58-20 LITTLE NECK PARKWAY,FLUSHING,NY,11362,QUEENS,718-225-6750,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.761577,-73.723122,411,23,152902,4173029,4083520051,Douglas Manor-Douglaston-Little Neck,POINT (-73.723122 40.761577)
CASE MANAGEMENT SERVICES CONTRACTS,2ME01,HEIGHTS AND HILLS - CMA (2ME),HEIGHTS AND HILLS INC.,81 WILLOUGHBY STREET,BROOKLYN,NY,11201,BROOKLYN,718-596-8789,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.692184,-73.985753,302,33,11,3000350,3001480046,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,POINT (-73.985753 40.692184)
OLDER ADULT CENTER CONTRACTS,C0801,BERGEN BASIN ABE STARK OLDER ADULT CENTER (C08),BERGEN BASIN COMMUNITY DEVELOPMENT CORPORATION DBA MILLENNIU,103-15 Farragut Road,BROOKLYN,NY,11236,BROOKLYN,718-272-9515,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.649668,-73.899290,318,42,1098,3229152,3081520201,East New York,POINT (-73.89929 40.649668)
OLDER ADULT CENTER CONTRACTS,C1707,CCNS HILLCREST OAC (C17),CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC,91-34 182nd Pl,JAMAICA,NY,11432,QUEENS,718-297-7171,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.709634,-73.778431,412,27,470,4211802,4099000001,Jamaica,POINT (-73.778431 40.709634)
HOME DELIVERED MEAL SERVICE CONTRACTS,42G01,JASA HDM QN14 (42G),THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,131 Beach 19th Street,FAR ROCKAWAY,NY,11691,QUEENS,718-769-7455,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.593761,-73.753207,414,31,99802,4301622,4158100055,Far Rockaway-Bayswater,POINT (-73.753207 40.593761)
HOME DELIVERED MEAL SERVICE CONTRACTS,36G01,ENCORE HOME DELIVERED MEALS (36G),ENCORE COMMUNITY SERVICES,239 WEST   49 STREET,NEW YORK,NY,10019,MANHATTAN,646-726-4299,Y,,,,,,,,,,,,,,,40.761143,-73.985312,105,03,125,1024789,1010210009,Midtown-Midtown South,POINT (-73.985312 40.761143)
OLDER ADULT CENTER CONTRACTS,C1101,BRONXWORKS CAROLYN MCLAUGHLIN COMMUNITY CENTER -CONCOURSE OAC (C11),BRONXWORKS INC,1130 Grand Concourse,BRONX,NY,10455,BRONX,718-508-3040,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.832331,-73.919590,204,16,18102,2002833,2024620042,East Concourse-Concourse Village,POINT (-73.91959 40.832331)
OLDER ADULT CENTER CONTRACTS,C4401,INDIA HOME DESI SENIOR CENTER (C44),INDIA HOME INC,85-37 168 Street,JAMAICA,NY,11432,QUEENS,917-825-1559,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.713247,-73.796339,408,24,454,4210720,4098510017,Briarwood-Jamaica Hills,POINT (-73.796339 40.713247)
OLDER ADULT CENTER CONTRACTS,C9301,YMCA - GLEBE OLDER ADULT COMMUNITY HUB (C93),YMCA OF GREATER NEW YORK,2125 Glebe Avenue,BRONX,NY,10462,BRONX,212-912-2490,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.835100,-73.850368,210,18,20601,2041406,2039630043,Westchester-Unionport,POINT (-73.850368 40.8351)
OLDER ADULT CENTER CONTRACTS,C5808,RAIN MT. CARMEL OAC (C58),REGIONAL AID FOR INTERIM NEEDS INC,2405 Southern Boulevard,BRONX,NY,10462,BRONX,718-733-8852,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.853773,-73.881558,206,15,393,2013061,2031150005,Belmont,POINT (-73.881558 40.853773)
HOMECARE SERVICES CONTRACTS,5HR01,RICHMOND HOME NEED HOME CARE SI (5HR),RICHMOND HOME NEED SERVICES INC,3155 AMBOY ROAD,STATEN ISLAND,NY,10306,STATEN ISLAND,718-313-1401,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.564389,-74.131879,503,50,14606,5107641,5044720001,Great Kills,POINT (-74.131879 40.564389)
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,N6803,JASA CONEY ISLAND ACTIVE AGING NORC (N68),THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,2950 WEST 35TH STREET,BROOKLYN,NY,11224,BROOKLYN,718-943-7812,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.573838,-74.000493,313,47,342,3189511,3070460022,Seagate-Coney Island,POINT (-74.000493 40.573838)
OLDER ADULT CENTER CONTRACTS,W2401,GAYLORD WHITE OAC (W24),UNION SETTLEMENT ASSOCIATION,2029 Second Avenue,NEW YORK,NY,10029,MANHATTAN,212-828-6055,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.789473,-73.943288,111,08,170,1080669,1016540011,East Harlem South,POINT (-73.943288 40.789473)
OLDER ADULT CENTER CONTRACTS,C1301,COUNCIL CTR FOR SENIOR CITIZENS (C13),BROOKLYN SECTION NATIONAL COUNCIL OF JEWISH WOMEN INC.,1001 Quentin road,BROOKLYN,NY,11223,BROOKLYN,718-627-7680,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.607755,-73.962822,315,44,420,3176314,3066420045,Homecrest,POINT (-73.962822 40.607755)
OLDER ADULT CENTER CONTRACTS,C9103,MILL BROOK OAC (C91),WEST SIDE FEDERATION FOR SENIOR AND SUPPORTIVE HOUSING INC,570 East 137th street,BRONX,NY,10454,BRONX,646-214-2450,Y,08:30,04:00,08:30,04:00,08:30,04:00,08:30,04:00,08:30,04:00,00:00,00:00,00:00,00:00,40.805994,-73.917671,201,08,2701,2000000,2025480001,Mott Haven-Port Morris,POINT (-73.917671 40.805994)
OLDER ADULT CENTER CONTRACTS,C3103,PATTERSON OLDER ADULT CENTERS (C31),EAST SIDE HOUSE INC,308 E 145 Street,BRONX,NY,10451,BRONX,718-993-5146,Y,08:30,04:30,08:30,04:30,08:30,04:30,08:30,04:30,08:30,04:30,00:00,00:00,00:00,00:00,40.815197,-73.922179,201,08,51,2091115,2023240001,Mott Haven-Port Morris,POINT (-73.922179 40.815197)
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,N6202,SELFHELP BIG SIX NORC (N62),SELFHELP COMMUNITY SERVICES INC,61-10 QUEENS BLVD.,FLUSHING,NY,11377,QUEENS,718-565-6569,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.741347,-73.903226,402,26,245,4437383,4023140100,Woodside,POINT (-73.903226 40.741347)
OLDER ADULT CENTER CONTRACTS,C5602,QCH KEW GARDENS COMMUNITY CENTER OAC (C56),QUEENS COMMUNITY HOUSE INC.,80-02 Kew Gardens Road,JAMAICA,NY,11415,QUEENS,718-268-0895,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.713686,-73.830505,409,29,773,4312089,4033480037,Kew Gardens,POINT (-73.830505 40.713686)
HOME DELIVERED MEAL SERVICE CONTRACTS,36H01,STANLEY ISAACS NEIGHBORHOOD CENTER (36H),STANLEY M ISAACS NEIGHBORHOOD CENTER INC,415 EAST   93 STREET,NEW YORK,NY,10128,MANHATTAN,212-360-7620,Y,,,,,,,,,,,,,,,40.780904,-73.945112,108,08,152,1082367,1015730001,Yorkville,POINT (-73.945112 40.780904)
OLDER ADULT CENTER CONTRACTS,W2403,JEFFERSON OAC (W24),UNION SETTLEMENT ASSOCIATION,2205 1st Avenue,NEW YORK,NY,10029,MANHATTAN,212-828-6104,Y,08:00,04:30,08:00,04:30,08:00,04:30,08:00,04:30,08:00,04:30,00:00,00:00,00:00,00:00,40.794319,-73.936650,111,08,180,1081091,1016840001,East Harlem North,POINT (-73.93665 40.794319)
OLDER ADULT CENTER CONTRACTS,C9101,CENTER AT THE RED OAK (C91),WEST SIDE FEDERATION FOR SENIOR AND SUPPORTIVE HOUSING INC,135 West 106 Street,NEW YORK,NY,10025,MANHATTAN,917-544-1892,Y,08:30,04:00,08:30,04:00,08:30,04:00,08:30,04:00,08:30,04:00,00:00,00:00,00:00,00:00,40.799919,-73.964459,107,07,193,1055957,1018610010,Morningside Heights,POINT (-73.964459 40.799919)
OLDER ADULT CENTER CONTRACTS,C2301,CONGREGATION YETEV LEV --WILLIAMSBURG SATMAR (C23),CONGREGATION YETEV LEV DSATMAR,125 Heyward Street,BROOKLYN,NY,11206,BROOKLYN,718-625-1608,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,09:00,05:00,40.701676,-73.956155,301,33,533,3060997,3022250042,Williamsburg,POINT (-73.956155 40.701676)
TRANSPORTATION SERVICES CONTRACTS,61402,FEJOST - TRAN GROUP RIDES - CITYWIDE (614),Fejost LLC,1401 WEBSTER AVENUE,BRONX,NY,10456,BRONX,914-413-5313,Y,,,,,,,,,,,,,,,40.836291,-73.907377,204,16,17702,2119686,2028870147,East Concourse-Concourse Village,POINT (-73.907377 40.836291)
OLDER ADULT CENTER CONTRACTS,C5803,RAIN BOSTON SECOR OAC (C58),REGIONAL AID FOR INTERIM NEEDS INC,3540 Bivona Street,BRONX,NY,10475,BRONX,718-671-8550,Y,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,08:00,04:00,00:00,00:00,00:00,00:00,40.883026,-73.833227,212,12,46202,2093879,2052630070,Co-op City,POINT (-73.833227 40.883026)
OLDER ADULT CENTER CONTRACTS,C2104,CPC PROJECT OPEN DOOR NEIGHBORHOOD SENIOR CENTER (C21),CHINESE AMERICAN PLANNING COUNCIL INC,168 Grand Street,NEW YORK,NY,10013,MANHATTAN,212-431-9026,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.719690,-73.998286,102,01,41,1075959,1004727501,SoHo-TriBeCa-Civic Center-Little Italy,POINT (-73.998286 40.71969)
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,N5901,FOREST HILLS COMMUNITY HOUSE NORC (N59),QUEENS COMMUNITY HOUSE INC.,108-03 62nd Drive,FLUSHING,NY,11375,QUEENS,718-760-5231,Y,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,09:00,05:00,00:00,00:00,00:00,00:00,40.735716,-73.850833,406,24,745,4432109,4021590002,Forest Hills,POINT (-73.850833 40.735716)
